Timestamp;age;Generation;Gender;Purchase_Frequency;Purchase_Categories;Personalized_Recommendation_Frequency;Browsing_Frequency;Product_Search_Method;Search_Result_Exploration;Customer_Reviews_Importance;Add_to_Cart_Browsing;Cart_Completion_Frequency;Cart_Abandonment_Factors;Saveforlater_Frequency;Review_Left;Review_Reliability;Review_Helpfulness;Personalized_Recommendation_Frequency ;Recommendation_Helpfulness;Rating_Accuracy ;Shopping_Satisfaction;Service_Appreciation;Improvement_Areas
2023/06/09 9:37:44 AM GMT+5:30;23;Z;Female;Once a week;Clothing and Fashion;Sometimes;Few times a month;Filter;Multiple pages;3;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;No;Occasionally;Sometimes;2;No;4;3;Product recommendations;Customer service responsiveness
2023/06/09 9:38:31 AM GMT+5:30;21;Z;Female;Once a week;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/09 9:39:04 AM GMT+5:30;32;Y;Female;Once a month;others;Sometimes;Few times a month;others;First page;2;No;Rarely;others;Rarely;Yes;Moderately;No;3;No;3;3;Product recommendations;Customer service responsiveness
2023/06/09 10:22:03 AM GMT+5:30;35;Y;Prefer not to say;Once a week;Groceries and Gourmet Food;No;Few times a week;Filter;Multiple pages;2;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;No;Occasionally;Sometimes;4;Sometimes;3;2;Competitive prices;Customer service responsiveness
2023/06/09 10:22:35 AM GMT+5:30;37;Y;Male;Once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/09 10:23:05 AM GMT+5:30;23;Z;Female;Once a week;Clothing and Fashion;No;Few times a month;categories;Multiple pages;2;Yes;Often;Found a better price elsewhere;Often;No;Occasionally;Yes;1;Sometimes;4;2;Product recommendations;Reducing packaging waste
2023/06/09 10:23:45 AM GMT+5:30;33;Y;Others;Few times a month;Clothing and Fashion;Sometimes;Few times a month;others;First page;3;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;No;Occasionally;Sometimes;3;Sometimes;3;2;Competitive prices;Customer service responsiveness
2023/06/09 10:24:58 AM GMT+5:30;35;Y;Female;Few times a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/09 10:25:27 AM GMT+5:30;44;X;Female;Once a week;Clothing and Fashion;Sometimes;Few times a week;categories;Multiple pages;3;Maybe;Rarely;Changed my mind or no longer need the item;Sometimes;Yes;Occasionally;Sometimes;3;Sometimes;4;4;Product recommendations;Reducing packaging waste
2023/06/09 10:26:01 AM GMT+5:30;34;Y;Male;Once a week;Clothing and Fashion;Sometimes;Few times a month;categories;Multiple pages;4;Maybe;Often;others;Often;No;Moderately;Sometimes;2;Sometimes;3;2;Competitive prices;Reducing packaging waste
2023/06/09 10:26:26 AM GMT+5:30;34;Y;Prefer not to say;Once a month;Clothing and Fashion;No;Few times a month;categories;Multiple pages;2;No;Sometimes;Found a better price elsewhere;Often;Yes;Occasionally;No;2;Sometimes;3;3;Competitive prices;Customer service responsiveness
2023/06/09 10:26:51 AM GMT+5:30;34;Y;Female;Few times a month;others;No;Few times a month;categories;First page;2;Maybe;Sometimes;Changed my mind or no longer need the item;Often;No;Occasionally;No;1;No;3;1;Competitive prices;Customer service responsiveness
2023/06/09 10:28:23 AM GMT+5:30;34;Y;Female;Few times a month;Clothing and Fashion;No;Few times a week;Filter;Multiple pages;3;Maybe;Sometimes;Changed my mind or no longer need the item;Rarely;Yes;Rarely;Sometimes;2;Sometimes;2;1;Competitive prices;Reducing packaging waste
2023/06/09 10:28:57 AM GMT+5:30;3;Z;Prefer not to say;Once a month;Home and Kitchen;No;Few times a week;categories;First page;3;No;Sometimes;Found a better price elsewhere;Often;Yes;Occasionally;Sometimes;3;Sometimes;3;2;Competitive prices;Customer service responsiveness
2023/06/09 10:30:39 AM GMT+5:30;23;Z;Female;Multiple times a week;Beauty and Personal Care;No;Few times a week;categories;Multiple pages;3;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;Yes;Occasionally;Sometimes;3;Sometimes;3;2;Competitive prices;Product quality and accuracy
2023/06/09 10:31:15 AM GMT+5:30;33;Y;Female;Few times a month;Clothing and Fashion;Yes;Multiple times a day;categories;Multiple pages;4;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;Yes;Occasionally;Sometimes;3;Sometimes;3;1;Wide product selection;Customer service responsiveness
2023/06/09 10:58:13 AM GMT+5:30;23;Z;Female;Few times a month;Clothing and Fashion;Sometimes;Rarely;others;First page;3;Maybe;Rarely;others;Never;No;Rarely;Sometimes;3;No;3;3;Competitive prices;Reducing packaging waste
2023/06/09 10:58:44 AM GMT+5:30;34;Y;Female;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/09 10:59:38 AM GMT+5:30;23;Z;Female;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/09 12:22:47 PM GMT+5:30;34;Y;Prefer not to say;Once a week;Clothing and Fashion;Sometimes;Few times a month;categories;First page;3;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;No;Occasionally;Sometimes;2;Sometimes;2;3;Product recommendations;Customer service responsiveness
2023/06/09 2:22:25 PM GMT+5:30;23;Z;Female;Few times a month;Clothing and Fashion;Yes;Multiple times a day;Keyword;Multiple pages;3;Maybe;Sometimes;Changed my mind or no longer need the item;Often;Yes;Heavily;Sometimes;3;Sometimes;3;3;Product recommendations;Reducing packaging waste
2023/06/09 2:23:03 PM GMT+5:30;23;Z;Female;Once a week;Beauty and Personal Care;Sometimes;Few times a month;categories;Multiple pages;2;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;No;Occasionally;Sometimes;2;Sometimes;4;3;Product recommendations;Reducing packaging waste
2023/06/09 2:23:45 PM GMT+5:30;23;Z;Female;Once a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/09 2:34:43 PM GMT+5:30;23;Z;Prefer not to say;Once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/09 2:35:29 PM GMT+5:30;45;X;Female;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/09 2:36:09 PM GMT+5:30;23;Z;Female;Less than once a month;Clothing and Fashion;No;Multiple times a day;Filter;Multiple pages;2;Yes;Often;Changed my mind or no longer need the item;Sometimes;Yes;Moderately;Sometimes;2;Sometimes;2;1;Competitive prices;Reducing packaging waste
2023/06/09 2:36:46 PM GMT+5:30;34;Y;Prefer not to say;Once a week;Beauty and Personal Care;Sometimes;Few times a month;categories;Multiple pages;2;Maybe;Sometimes;Found a better price elsewhere;Often;No;Occasionally;Sometimes;3;Sometimes;2;3;Product recommendations;Customer service responsiveness
2023/06/09 2:39:16 PM GMT+5:30;45;X;Female;Once a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/09 2:39:47 PM GMT+5:30;34;Y;Female;Once a week;Beauty and Personal Care;Sometimes;Few times a week;categories;Multiple pages;2;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;Yes;Occasionally;Sometimes;3;Sometimes;3;2;Product recommendations;Customer service responsiveness
2023/06/09 2:40:21 PM GMT+5:30;45;X;Female;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/09 2:41:53 PM GMT+5:30;67;Baby Boomers;Female;Few times a month;Beauty and Personal Care;Sometimes;Few times a month;categories;Multiple pages;2;Maybe;Often;Changed my mind or no longer need the item;Sometimes;Yes;Moderately;Sometimes;1;Yes;3;3;Product recommendations;Customer service responsiveness
2023/06/09 2:42:24 PM GMT+5:30;34;Y;Others;Once a week;Beauty and Personal Care;Sometimes;Rarely;categories;Multiple pages;2;Maybe;Often;Found a better price elsewhere;Often;Yes;Moderately;Sometimes;2;Yes;3;2;Competitive prices;Customer service responsiveness
2023/06/09 2:42:57 PM GMT+5:30;21;Z;Female;Few times a month;Beauty and Personal Care;Sometimes;Few times a week;Filter;First page;2;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;Yes;Moderately;No;3;Sometimes;3;3;Product recommendations;Customer service responsiveness
2023/06/09 2:43:37 PM GMT+5:30;17;Z;Female;Few times a month;Clothing and Fashion;Sometimes;Few times a week;Filter;First page;3;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;No;Moderately;Yes;3;Sometimes;3;2;Competitive prices;Customer service responsiveness
2023/06/09 2:44:09 PM GMT+5:30;34;Y;Female;Few times a month;Clothing and Fashion;Sometimes;Few times a week;Filter;Multiple pages;2;Maybe;Sometimes;Changed my mind or no longer need the item;Often;Yes;Occasionally;Sometimes;2;Sometimes;3;3;Competitive prices;Product quality and accuracy
2023/06/09 2:49:20 PM GMT+5:30;46;X;Prefer not to say;Few times a month;Clothing and Fashion;Sometimes;Few times a week;Filter;Multiple pages;3;Maybe;Rarely;Found a better price elsewhere;Sometimes;Yes;Occasionally;Sometimes;3;Sometimes;3;3;Competitive prices;Customer service responsiveness
2023/06/09 2:51:07 PM GMT+5:30;54;X;Female;Few times a month;Clothing and Fashion;Sometimes;Few times a week;Filter;Multiple pages;3;Maybe;Sometimes;Found a better price elsewhere;Sometimes;Yes;Moderately;Sometimes;3;Sometimes;3;3;Product recommendations;Product quality and accuracy
2023/06/09 3:00:03 PM GMT+5:30;56;X;Prefer not to say;Once a week;Clothing and Fashion;Sometimes;Few times a month;categories;Multiple pages;3;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;Yes;Occasionally;Sometimes;3;Sometimes;3;3;Product recommendations;Customer service responsiveness
2023/06/09 3:06:37 PM GMT+5:30;50;X;Prefer not to say;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/09 3:07:36 PM GMT+5:30;56;X;Prefer not to say;Few times a month;Beauty and Personal Care;Sometimes;Few times a month;categories;Multiple pages;3;Maybe;Sometimes;Changed my mind or no longer need the item;Rarely;Yes;Occasionally;Yes;4;Sometimes;3;3;Product recommendations;Reducing packaging waste
2023/06/09 3:08:38 PM GMT+5:30;22;Z;Prefer not to say;Few times a month;Clothing and Fashion;Yes;Few times a week;Keyword;Multiple pages;3;Maybe;Sometimes;Found a better price elsewhere;Often;No;Occasionally;Sometimes;4;Sometimes;3;3;Competitive prices;Customer service responsiveness
2023/06/09 3:09:41 PM GMT+5:30;25;Y;Prefer not to say;Few times a month;Clothing and Fashion;Sometimes;Few times a month;categories;Multiple pages;3;Maybe;Sometimes;Found a better price elsewhere;Sometimes;No;Moderately;Sometimes;3;Sometimes;3;3;Product recommendations;Customer service responsiveness
2023/06/09 3:10:36 PM GMT+5:30;23;Z;Male;Few times a month;Beauty and Personal Care;Sometimes;Few times a month;categories;Multiple pages;3;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;Yes;Occasionally;Sometimes;3;Sometimes;3;3;Competitive prices;Customer service responsiveness
2023/06/09 3:16:30 PM GMT+5:30;23;Z;Prefer not to say;Once a week;Clothing and Fashion;Sometimes;Few times a month;categories;Multiple pages;3;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;Yes;Heavily;Sometimes;3;Sometimes;3;3;Product recommendations;Customer service responsiveness
2023/06/09 3:17:31 PM GMT+5:30;56;X;Female;Few times a month;Clothing and Fashion;Sometimes;Few times a week;Filter;Multiple pages;3;Maybe;Sometimes;Found a better price elsewhere;Sometimes;Yes;Occasionally;Sometimes;3;Sometimes;3;3;Product recommendations;Customer service responsiveness
2023/06/09 3:18:25 PM GMT+5:30;56;X;Female;Multiple times a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/09 3:19:53 PM GMT+5:30;23;Z;Female;Few times a month;Beauty and Personal Care;Sometimes;Few times a month;categories;Multiple pages;3;Maybe;Sometimes;Found a better price elsewhere;Sometimes;Yes;Occasionally;Yes;3;Sometimes;3;3;Product recommendations;Reducing packaging waste
2023/06/09 3:22:15 PM GMT+5:30;56;X;Female;Once a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/09 3:23:38 PM GMT+5:30;23;Z;Female;Few times a month;Beauty and Personal Care;Sometimes;Multiple times a day;categories;Multiple pages;3;Maybe;Sometimes;High shipping costs;Sometimes;Yes;Moderately;Sometimes;3;Sometimes;3;3;Product recommendations;Customer service responsiveness
2023/06/09 3:24:36 PM GMT+5:30;45;X;Female;Few times a month;Home and Kitchen;Sometimes;Few times a week;categories;Multiple pages;3;Maybe;Sometimes;Found a better price elsewhere;Sometimes;Yes;Occasionally;Sometimes;3;Sometimes;3;3;Competitive prices;Customer service responsiveness
2023/06/09 3:25:33 PM GMT+5:30;23;Z;Female;Few times a month;Beauty and Personal Care;Sometimes;Few times a week;categories;Multiple pages;3;Maybe;Sometimes;Found a better price elsewhere;Sometimes;Yes;Moderately;Sometimes;3;Sometimes;4;3;Wide product selection;Customer service responsiveness
2023/06/09 3:26:38 PM GMT+5:30;23;Z;Female;Once a month;Beauty and Personal Care;Sometimes;Few times a month;categories;Multiple pages;3;Maybe;Sometimes;Found a better price elsewhere;Sometimes;Yes;Moderately;Yes;3;Sometimes;3;3;Product recommendations;Customer service responsiveness
2023/06/09 4:28:30 PM GMT+5:30;34;Y;Prefer not to say;Few times a month;Clothing and Fashion;Sometimes;Few times a month;categories;Multiple pages;3;Maybe;Rarely;Changed my mind or no longer need the item;Rarely;No;Rarely;Yes;2;Sometimes;1;3;Product recommendations;Customer service responsiveness
2023/06/09 4:28:58 PM GMT+5:30;34;Y;Female;Few times a month;Clothing and Fashion;No;Few times a week;categories;First page;2;Maybe;Sometimes;Found a better price elsewhere;Rarely;Yes;Occasionally;Sometimes;2;Sometimes;2;2;Product recommendations;Reducing packaging waste
2023/06/09 4:29:23 PM GMT+5:30;45;X;Others;Few times a month;Beauty and Personal Care;No;Few times a month;Filter;First page;2;Yes;Often;Changed my mind or no longer need the item;Often;Yes;Moderately;No;2;Sometimes;3;2;Competitive prices;Product quality and accuracy
2023/06/09 4:29:50 PM GMT+5:30;33;Y;Prefer not to say;Once a week;Beauty and Personal Care;No;Few times a month;categories;Multiple pages;1;No;Rarely;Changed my mind or no longer need the item;Often;Yes;Moderately;No;2;Yes;2;2;Competitive prices;Product quality and accuracy
2023/06/09 4:30:15 PM GMT+5:30;34;Y;Female;Once a week;Beauty and Personal Care;Sometimes;Few times a week;Filter;Multiple pages;2;Yes;Often;Found a better price elsewhere;Often;Yes;Moderately;Sometimes;2;Sometimes;2;1;Competitive prices;Reducing packaging waste
2023/06/09 4:30:40 PM GMT+5:30;45;X;Prefer not to say;Once a week;Beauty and Personal Care;Sometimes;Few times a month;categories;First page;3;Maybe;Sometimes;Found a better price elsewhere;Often;Yes;Heavily;Sometimes;4;Sometimes;3;3;Competitive prices;Customer service responsiveness
2023/06/09 4:31:06 PM GMT+5:30;45;X;Male;Few times a month;Beauty and Personal Care;No;Few times a week;others;First page;2;No;Sometimes;Changed my mind or no longer need the item;Often;Yes;Heavily;No;3;Sometimes;3;3;Product recommendations;Product quality and accuracy
2023/06/09 4:31:33 PM GMT+5:30;34;Y;Female;Once a week;Clothing and Fashion;No;Few times a week;categories;First page;2;Maybe;Often;Changed my mind or no longer need the item;Sometimes;Yes;Heavily;Sometimes;2;Sometimes;2;3;Competitive prices;Customer service responsiveness
2023/06/09 4:32:00 PM GMT+5:30;67;Baby Boomers;Prefer not to say;Few times a month;Home and Kitchen;Sometimes;Few times a week;Filter;Multiple pages;3;No;Sometimes;High shipping costs;Sometimes;Yes;Rarely;Sometimes;2;Sometimes;4;2;Product recommendations;Reducing packaging waste
2023/06/09 4:32:28 PM GMT+5:30;34;Y;Female;Once a week;Beauty and Personal Care;Sometimes;Few times a week;categories;Multiple pages;3;Maybe;Always;Found a better price elsewhere;Sometimes;Yes;Moderately;Sometimes;3;Sometimes;3;4;Product recommendations;Reducing packaging waste
2023/06/09 4:32:56 PM GMT+5:30;45;X;Others;Less than once a month;Beauty and Personal Care;No;Few times a week;Filter;First page;4;Maybe;Always;Found a better price elsewhere;Sometimes;Yes;Occasionally;Sometimes;3;Sometimes;2;2;Product recommendations;Customer service responsiveness
2023/06/09 4:33:19 PM GMT+5:30;23;Z;Female;Once a month;Clothing and Fashion;Sometimes;Few times a week;Filter;Multiple pages;3;Maybe;Sometimes;Found a better price elsewhere;Sometimes;Yes;Occasionally;Sometimes;3;Sometimes;3;3;Competitive prices;Reducing packaging waste
2023/06/09 7:22:11 PM GMT+5:30;21;Z;Prefer not to say;Less than once a month;Clothing and Fashion;Sometimes;Few times a month;categories;Multiple pages;3;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;Yes;Occasionally;Sometimes;3;Sometimes;3;3;Product recommendations;Customer service responsiveness
2023/06/09 7:23:09 PM GMT+5:30;23;Z;Female;Few times a month;Beauty and Personal Care;Sometimes;Few times a week;categories;Multiple pages;3;Maybe;Sometimes;High shipping costs;Sometimes;Yes;Occasionally;Sometimes;3;Sometimes;4;4;User-friendly website/app interface;Customer service responsiveness
2023/06/09 7:24:06 PM GMT+5:30;23;Z;Prefer not to say;Multiple times a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/09 7:24:57 PM GMT+5:30;42;X;Female;Once a week;Clothing and Fashion;Sometimes;Few times a week;categories;Multiple pages;3;Maybe;Sometimes;Changed my mind or no longer need the item;Never;Yes;Occasionally;Sometimes;3;Sometimes;3;3;Product recommendations;Customer service responsiveness
2023/06/09 7:26:02 PM GMT+5:30;23;Z;Prefer not to say;Once a week;Clothing and Fashion;Sometimes;Few times a month;Keyword;Multiple pages;3;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;Yes;Occasionally;Sometimes;4;Sometimes;3;3;Product recommendations;Shipping speed and reliability
2023/06/09 7:27:00 PM GMT+5:30;23;Z;Prefer not to say;Multiple times a week;Beauty and Personal Care;Sometimes;Few times a month;categories;Multiple pages;3;Maybe;Always;Changed my mind or no longer need the item;Sometimes;Yes;Never;Sometimes;3;Sometimes;3;3;Wide product selection;Customer service responsiveness
2023/06/09 7:28:09 PM GMT+5:30;25;Y;Prefer not to say;Few times a month;Beauty and Personal Care;Sometimes;Few times a month;Filter;Multiple pages;3;Maybe;Sometimes;others;Rarely;Yes;Moderately;Sometimes;3;Sometimes;3;3;Product recommendations;Reducing packaging waste
2023/06/10 10:49:42 AM GMT+5:30;40;Y;Male;Multiple times a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/10 2:40:34 PM GMT+5:30;23;Z;Female;Few times a month;Beauty and Personal Care;Yes;Few times a week;Filter;Multiple pages;3;Maybe;Sometimes;Found a better price elsewhere;Sometimes;Yes;Occasionally;Sometimes;3;Sometimes;3;3;Product recommendations;Customer service responsiveness
2023/06/10 2:41:51 PM GMT+5:30;23;Z;Female;Multiple times a week;Clothing and Fashion;Sometimes;Few times a month;categories;Multiple pages;3;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;No;Heavily;Sometimes;3;Sometimes;3;3;Product recommendations;Reducing packaging waste
2023/06/10 11:21:59 PM GMT+5:30;27;Y;Male;Less than once a month;Clothing and Fashion;Sometimes;Rarely;categories;Multiple pages;1;Yes;Sometimes;Changed my mind or no longer need the item;Sometimes;No;Heavily;Yes;3;Sometimes;2;2;Wide product selection;Product quality and accuracy
2023/06/11 9:31:41 AM GMT+5:30;39;Y;Male;Once a month;Home and Kitchen;Sometimes;Few times a week;Keyword;Multiple pages;1;Yes;Often;Found a better price elsewhere;Often;Yes;Moderately;Yes;1;Yes;2;1;All the above;Reducing packaging waste
2023/06/11 9:53:31 AM GMT+5:30;32;Y;Female;Once a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/11 2:07:39 PM GMT+5:30;36;Y;Female;Less than once a month;Home and Kitchen;No;Rarely;Keyword;Multiple pages;1;Maybe;Sometimes;others;Sometimes;No;Rarely;Yes;2;Yes;1;2;Wide product selection;Product quality and accuracy
2023/06/11 9:15:38 PM GMT+5:30;40;Y;Female;Once a month;Clothing and Fashion;Yes;Rarely;categories;Multiple pages;4;Yes;Sometimes;Found a better price elsewhere;Sometimes;Yes;Rarely;Sometimes;5;Yes;5;4;Product recommendations;Customer service responsiveness
2023/06/11 10:42:48 PM GMT+5:30;23;Z;Male;Once a month;Clothing and Fashion;Sometimes;Rarely;Filter;First page;3;No;Sometimes;Found a better price elsewhere;Sometimes;No;Moderately;Yes;3;Sometimes;3;1;Product recommendations;Customer service responsiveness
2023/06/11 10:43:19 PM GMT+5:30;45;X;Female;Once a week;Beauty and Personal Care;Sometimes;Few times a month;categories;First page;3;Maybe;Rarely;Changed my mind or no longer need the item;Rarely;Yes;Moderately;Sometimes;3;Sometimes;1;1;Competitive prices;Reducing packaging waste
2023/06/11 10:44:01 PM GMT+5:30;45;X;Prefer not to say;Few times a month;Clothing and Fashion;Yes;Multiple times a day;Keyword;Multiple pages;2;Yes;Often;High shipping costs;Always;Yes;Heavily;Yes;1;Yes;1;1;Wide product selection;Product quality and accuracy
2023/06/11 10:44:46 PM GMT+5:30;45;X;Prefer not to say;Few times a month;Beauty and Personal Care;Yes;Few times a month;Filter;Multiple pages;2;Maybe;Sometimes;Found a better price elsewhere;Sometimes;Yes;Occasionally;Sometimes;2;Sometimes;2;1;Wide product selection;Product quality and accuracy
2023/06/11 10:45:34 PM GMT+5:30;45;X;Prefer not to say;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/11 10:47:42 PM GMT+5:30;45;X;Female;Few times a month;Clothing and Fashion;No;Multiple times a day;categories;First page;1;No;Sometimes;Found a better price elsewhere;Never;No;Moderately;Sometimes;4;No;4;4;User-friendly website/app interface;Shipping speed and reliability
2023/06/11 10:48:27 PM GMT+5:30;32;Y;Male;Once a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/11 10:49:05 PM GMT+5:30;34;Y;Prefer not to say;Once a month;Home and Kitchen;Sometimes;Few times a month;Filter;Multiple pages;2;Yes;Sometimes;Changed my mind or no longer need the item;Sometimes;No;Rarely;No;3;No;3;2;Competitive prices;Reducing packaging waste
2023/06/11 10:49:49 PM GMT+5:30;54;X;Male;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/11 10:50:44 PM GMT+5:30;25;Y;Male;Once a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/11 10:51:27 PM GMT+5:30;26;Y;Others;Once a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/11 10:52:06 PM GMT+5:30;36;Y;Female;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/11 10:52:47 PM GMT+5:30;22;Z;Male;Once a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/11 10:53:44 PM GMT+5:30;34;Y;Female;Few times a month;Clothing and Fashion;Sometimes;Few times a week;Filter;First page;1;Yes;Often;Found a better price elsewhere;Always;Yes;Moderately;Sometimes;2;Sometimes;2;2;Competitive prices;Product quality and accuracy
2023/06/11 10:54:33 PM GMT+5:30;35;Y;Female;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/11 10:55:58 PM GMT+5:30;34;Y;Prefer not to say;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/11 10:56:58 PM GMT+5:30;21;Z;Others;Multiple times a week;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/11 10:57:34 PM GMT+5:30;24;Z;Female;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/11 10:58:09 PM GMT+5:30;26;Y;Prefer not to say;Less than once a month;Home and Kitchen;;;;;;;;;;;;;;;;;;
2023/06/11 10:58:52 PM GMT+5:30;36;Y;Male;Once a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/11 10:59:30 PM GMT+5:30;36;Y;Female;Once a month;Groceries and Gourmet Food;Sometimes;Few times a month;categories;First page;3;Maybe;Sometimes;Found a better price elsewhere;Sometimes;No;Occasionally;No;3;Sometimes;3;3;Competitive prices;Reducing packaging waste
2023/06/11 11:00:11 PM GMT+5:30;28;Y;Female;Once a week;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/11 11:01:04 PM GMT+5:30;40;Y;Female;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/11 11:02:11 PM GMT+5:30;50;X;Female;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/11 11:02:55 PM GMT+5:30;27;Y;Male;Once a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/11 11:03:34 PM GMT+5:30;27;Y;Female;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/11 11:04:17 PM GMT+5:30;45;X;Male;Few times a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/11 11:04:55 PM GMT+5:30;46;X;Female;Few times a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/11 11:05:38 PM GMT+5:30;60;Baby Boomers;Prefer not to say;Less than once a month;Home and Kitchen;;;;;;;;;;;;;;;;;;
2023/06/11 11:06:16 PM GMT+5:30;32;Y;Female;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/11 11:06:52 PM GMT+5:30;45;X;Female;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/11 11:07:31 PM GMT+5:30;25;Y;Female;Multiple times a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/11 11:08:35 PM GMT+5:30;37;Y;Female;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/11 11:09:33 PM GMT+5:30;37;Y;Female;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/11 11:10:14 PM GMT+5:30;32;Y;Male;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/11 11:10:59 PM GMT+5:30;56;X;Male;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/11 11:15:03 PM GMT+5:30;34;Y;Female;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/11 11:15:37 PM GMT+5:30;21;Z;Male;Once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/11 11:16:18 PM GMT+5:30;46;X;Male;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/11 11:16:58 PM GMT+5:30;21;Z;Male;Multiple times a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/11 11:17:41 PM GMT+5:30;31;Y;Female;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/11 11:18:35 PM GMT+5:30;36;Y;Female;Multiple times a week;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/11 11:19:12 PM GMT+5:30;35;Y;Female;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/11 11:19:45 PM GMT+5:30;25;Y;Male;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/11 11:20:18 PM GMT+5:30;45;X;Female;Few times a month;Clothing and Fashion;Sometimes;Rarely;categories;Multiple pages;3;No;Rarely;Changed my mind or no longer need the item;Sometimes;No;Occasionally;Sometimes;3;No;2;1;User-friendly website/app interface;Customer service responsiveness
2023/06/11 11:20:57 PM GMT+5:30;36;Y;Female;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/11 11:21:30 PM GMT+5:30;36;Y;Female;Once a week;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
